source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,pmra,pmdec,distance_pc,x,y,z,abs_mag,temp_k,radius_solar,star_color
5853498713190525696,217.39232147200883,-62.67607511676666,768.0665391873573,0.049872905,8.984749,3.8045802,-21.942726,-3781.741008265163,769.4650146478623,1.3019705311704333,-0.47481565124324704,-0.36292315816737014,-1.156703999576596,13.411743067769109,2001.0258,0.16021424318497932,#ffcc6f
4472832130942575872,269.44850252543836,4.739420051112412,546.975939730948,0.040116355,8.1939745,2.8336968,-110.46822,-801.5509783684709,10362.394206546573,1.828233981355542,-0.017537128004698872,-1.8218984386783241,0.1510563433489899,11.883815610404723,2493.5007,0.2085321092009469,#ffcc6f
3864972938605115520,164.10319030755974,7.002726940984864,415.17941567802137,0.06837086,11.038391,4.1848364,,-3866.3382751436793,-2699.214987679166,2.408597252748958,-2.2992040533339435,0.6548070944432551,0.2936479459307971,14.129570179980167,1857.8928,0.13353641793390067,#ffcc6f
762815470562110464,165.83095967577933,35.948653032660104,392.75294543876464,0.03206665,6.551172,2.2156086,-85.11064,-580.0570872139048,-4776.588719443488,2.5461298549469777,-1.9984962852462498,0.5045484329844931,1.4947309841179284,9.521769033144954,2960.8765,0.4388950482449422,#ffcc6f
2947050466531873024,101.28662552099249,-16.720932526023173,374.48958852876103,0.2313347,8.524133,-0.27842712,,-461.570505530133,-914.5196209016666,2.6703012063129745,-0.5005260934275962,2.507935000451884,-0.7682735162317156,11.391331468829362,15828.607,0.006492371251935962,#aabfff
5140693571158946048,24.771674208211856,-17.947682860008488,373.8443122683992,0.50087124,10.817838,3.8285542,10.249533,3178.6942575748953,584.0613350385156,2.674910296032687,2.3105892291965127,1.0662562359523686,-0.8242694614235254,13.68129160315939,1991.3452,0.14289059604422982,#ffcc6f
5140693571158739840,24.771554293454546,-17.948299887129313,367.71189618147696,0.74180114,10.507542,3.7529564,21.458223,3385.315810465071,544.3863845619521,2.7195203918735054,2.3491175329244243,1.0840297391434153,-0.8380438550431288,13.33508005825072,2022.1986,0.1625142604935922,#ffcc6f
4075141768785646848,282.4587890175222,-23.83709744872712,336.0266016683708,0.031666122,9.126414,2.8340364,-11.11644,639.367850335873,-193.95792507116096,2.9759548649868903,0.5872587287417385,-2.65799896501893,-1.202695325472779,11.758282598169881,2493.2852,0.22098088034408453,#ffcc6f
1926461164913660160,355.4800152581559,44.170375700747755,316.48118678226916,0.044448785,10.379277,3.5294142,-77.289825,112.52746493350043,-1591.6497618145506,3.159745481768476,2.259345026730549,-0.17860727142921812,2.2016927583877,12.881016721779119,2119.3787,0.18236210803406522,#ffcc6f
5164707970261890560,53.22829341517546,-9.458168216292322,310.5772928005821,0.13549915,3.465752,1.1402977,,-974.758145249517,20.875840089774208,3.219810408490127,1.9012667095900317,2.5440938773667234,-0.5291033063317636,5.92660038653875,4429.3105,1.0269818358334162,#ffd2a1
6553614253923452800,346.5039166796005,-35.8471642082214,304.1353692001036,0.01999573,6.5220323,2.0982852,8.306988,6765.995136250774,1330.2852747179845,3.2880095551861235,2.591604238372342,-0.6220017622155175,-1.9255409926684381,8.937366906094589,3070.6929,0.5340832168559682,#ffcc6f
3796072592206250624,176.93768799004127,0.7991199702364985,296.3053079139394,0.030185517,9.601,3.0332584,,607.2990766811824,-1223.0283548879977,3.374897355164646,-3.3697503109125795,0.18027617808067314,0.047069094090732524,11.959696988930675,2373.0999,0.22232263278079217,#ffcc6f
1872046574983497216,316.753662752556,38.75607277205679,286.0053518616485,0.028940246,5.4506445,1.7153406,-64.593544,4105.976428209489,3155.9416398273515,3.4964380683468383,1.9860853842270936,-1.8680832654903077,2.188791658778779,7.732515292703403,3495.9497,0.7176648435906964,#ffcc6f
